state_code,city,name,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
CA,San Francisco,Arch Rock Corporation,1/1/2005,,10/1/2005,5/2/2007,0.7479,2.3315,2.0,2,15000000,1,1,0,0,0,0,software,0,0,1,1,0,0,3.0,1,acquired
NY,New York,SpiralFrog,1/1/2004,3/20/2009,1/1/2006,12/1/2007,2.0027,3.9178,3.0027,3,45000000,3,0,1,0,0,0,games_video,0,0,1,0,0,0,1.0,0,closed
CA,Santa Clara,Plusmo,6/1/2006,,5/1/2008,5/1/2008,1.9178,1.9178,2.0027,1,4410000,1,1,0,0,0,0,mobile,0,0,1,0,0,0,1.0,1,acquired
VA,Sterling,ZipList,1/1/2010,,1/1/2010,11/24/2010,0.0,0.8959,2.0,2,4500000,2,0,0,0,0,1,web,0,0,1,1,0,0,2.0,1,acquired
CA,San Francisco,Involver,1/1/2007,,9/2/2008,10/14/2010,1.6712,3.7863,4.6685,3,11040000,2,1,0,0,0,0,software,0,0,1,1,1,0,2.5,1,acquired
CA,San Francisco,Lionside,1/1/2009,,11/19/2010,11/19/2010,1.8822,1.8822,1.3288,1,1600000,2,1,0,0,0,0,games_video,0,0,1,0,0,0,3.0,1,acquired
NY,New York,Game Trust,1/1/2002,,6/1/2005,11/15/2005,3.4164,3.874,7.7534,2,9000000,1,0,1,0,0,0,software,1,0,0,1,0,0,4.0,1,acquired
CA,San Mateo,Nearbuy Systems,4/1/2010,,7/21/2011,11/23/2012,1.3041,2.6493,0.0,3,3282327,2,1,0,0,0,0,analytics,1,0,0,0,0,0,2.0,1,acquired
CA,Foster City,Visible Path,1/1/2002,,3/1/2006,3/1/2006,4.1644,4.1644,5.5836,2,24700000,5,1,0,0,0,0,web,0,0,1,1,0,0,4.0,1,acquired
GA,Atlanta,VT Silicon,1/1/2002,9/20/2010,9/12/2007,11/19/2008,5.6986,6.8877,,2,8800000,0,0,0,0,0,1,semiconductor,1,0,1,0,0,0,1.0,1,closed
CA,Los Angeles,GetBack,9/1/2007,11/22/2010,11/6/2008,11/6/2008,1.1836,1.1836,0.9178,1,1700000,1,1,0,0,0,0,web,0,0,1,0,0,0,1.0,0,closed
CA,Oakland,Slipstream,6/1/2010,5/1/2013,8/31/2010,8/31/2010,0.2493,0.2493,0.0,1,20000,2,1,0,0,0,0,web,0,1,0,0,0,0,1.0,0,closed
CA,Fremont,HipLogic,1/1/2005,,2/8/2008,12/2/2009,3.1041,4.9205,5.0027,2,11500000,5,1,0,0,0,0,mobile,0,0,1,1,0,0,2.5,1,acquired
CA,Petaluma,Dilithium Networks,1/1/2001,10/1/2012,4/23/2003,6/3/2010,2.3068,9.4247,4.4986,7,98170000,3,1,0,0,0,0,mobile,1,0,0,1,1,1,5.2,1,closed
CA,San Francisco,Yobongo,1/1/2010,,3/23/2011,3/23/2011,1.2219,1.2219,0.7479,1,1350000,3,1,0,0,0,0,web,0,1,0,0,0,0,10.0,1,acquired
IL,Chicago,Brickfish,11/1/2005,,7/16/2010,7/16/2010,4.7068,4.7068,2.989,1,940261,2,0,0,0,0,1,software,0,0,1,0,0,0,1.0,1,acquired
MA,Boston,MyEnergy,6/4/2007,,2/1/2009,2/3/2011,1.6658,3.6712,3.6658,2,4000000,3,0,0,1,0,0,web,0,1,1,0,0,0,3.0,1,acquired
CA,Sunnyvale,LikeList,1/1/2008,12/6/2012,12/15/2009,12/15/2009,1.9562,1.9562,1.0027,1,5000000,1,1,0,0,0,0,web,0,0,1,0,0,0,1.0,0,closed
VA,Arlington,Social Collective,4/17/2009,3/6/2012,4/18/2009,4/18/2009,0.0027,0.0027,0.5836,1,20000,1,0,0,0,0,1,web,0,1,0,0,0,0,1.0,0,closed
WA,Seattle,Pure Networks,1/1/2002,,1/11/2006,1/11/2006,4.0301,4.0301,3.0027,1,12500000,1,0,0,0,0,1,network_hosting,0,0,0,1,0,0,3.0,1,acquired
CO,Centennial,Internet Pawn,1/1/2009,3/1/2013,5/5/2010,8/27/2013,1.3397,4.6548,1.3589,5,7228704,2,0,0,0,0,1,finance,1,0,1,0,0,0,2.0,1,closed
IL,Chicago,NeuroTherapeutics Pharma,1/1/2006,6/1/2013,5/20/2010,12/15/2011,4.3836,5.9562,5.4986,2,55000000,1,0,0,0,0,1,biotech,1,0,0,1,0,0,4.0,1,closed
CA,San Mateo,Provade,1/1/2004,,1/23/2006,8/11/2010,2.063,6.6137,,4,15180000,0,1,0,0,0,0,enterprise,1,0,1,0,1,0,1.0,1,acquired
CA,San Jose,Infineta Systems,1/1/2008,1/1/2012,5/7/2010,6/6/2011,2.3479,3.4301,2.3562,2,30000000,2,1,0,0,0,0,software,0,0,1,1,0,0,2.5,1,closed
TX,Austin,Challenge Games,1/1/2006,,7/10/2008,9/1/2008,2.5233,2.6685,3.0027,2,14500000,3,0,0,0,1,0,network_hosting,0,0,1,1,0,0,1.5,1,acquired
CA,San Francisco,Crowd Factory,1/1/2009,,1/26/2011,1/26/2011,2.0685,2.0685,2.5808,1,6500000,3,1,0,0,0,0,advertising,1,0,0,0,0,0,3.0,1,acquired
TN,Memphis,Friendsignia,1/29/2012,6/1/2013,1/29/2012,1/29/2012,0.0,0.0,0.0,1,15000,1,0,0,0,0,1,web,0,1,0,0,0,0,1.0,0,closed
NY,New York,Vizibility,7/1/2009,,3/24/2010,2/6/2013,0.7288,3.6055,1.589,5,4705910,3,0,1,0,0,0,mobile,1,1,0,0,0,0,3.0,1,acquired
CA,Burlingame,OpenFeint,1/1/2008,,10/21/2010,10/21/2010,2.8055,2.8055,3.0027,1,3000000,2,1,0,0,0,0,games_video,1,0,0,0,0,0,1.0,1,acquired
NY,New York,Tumblr,2/1/2007,,10/31/2007,1/1/2012,0.7452,4.9178,3.0438,6,125250000,5,0,1,0,0,0,web,1,0,1,1,1,1,3.5,1,acquired
NY,New York,Hotlist,1/1/2008,5/1/2013,5/1/2008,1/1/2012,0.3315,4.0027,2.3644,4,1449998,3,0,1,0,0,0,social,1,1,0,0,0,0,1.0,1,closed
MA,Cambridge,Crashlytics,2/1/2011,,10/13/2011,4/10/2012,0.6959,1.189,0.6629999999999999,2,6000000,3,0,0,1,0,0,mobile,0,1,1,0,0,0,6.0,1,acquired
MN,Plymouth,BridgePoint Medical,1/1/2005,,1/23/2007,3/25/2011,2.0603,6.2301,,3,28200000,0,0,0,0,0,1,medical,1,0,0,1,1,0,3.0,1,acquired
CA,San Francisco,Recurve,8/1/2005,,9/23/2008,6/17/2010,3.1479,4.8795,5.0027,2,14000000,1,1,0,0,0,0,software,1,0,1,0,0,0,2.0,1,acquired
TX,Austin,Conformity,7/1/2007,1/1/2009,1/28/2009,1/28/2009,1.5808,1.5808,2.2521,1,3000000,2,0,0,0,1,0,enterprise,0,0,1,0,0,0,1.0,0,closed
WA,Seattle,Moprise,1/1/2010,7/1/2013,7/8/2011,10/7/2011,1.5151,1.7644,0.7479,2,2238055,1,0,0,0,0,1,enterprise,1,1,0,0,0,0,1.0,1,closed
CA,San Francisco,Plizy,9/1/2010,6/1/2013,5/19/2011,12/13/2012,0.7123,2.2849,1.9507,2,5200000,2,1,0,0,0,0,photo_video,1,0,1,0,0,0,1.0,1,closed
PA,Conshohocken,ShopRunner,1/1/2010,,8/19/2013,8/19/2013,3.6329,3.6329,1.1479,1,75000000,4,0,0,0,0,1,ecommerce,1,0,0,0,0,0,1.0,0,acquired
MA,Needham,RatePoint,9/1/2006,2/2/2012,1/29/2007,8/20/2010,0.411,3.9699,4.2521,4,24500000,4,0,0,1,0,0,software,0,0,1,1,1,0,2.5,1,closed
CA,Newport Beach,Digital Performance,1/1/2002,10/1/2012,11/27/2006,2/5/2010,4.9068,8.1014,,3,4476171,0,1,0,0,0,0,advertising,1,0,1,0,0,0,2.0,1,closed
TX,Austin,Gowalla,8/28/2007,,2/27/2008,1/28/2010,0.5014,2.4219,2.8192,3,10400001,3,0,0,0,1,0,web,0,0,1,1,0,0,6.0,1,acquired
CO,Longmont,Copan Systems,1/1/2002,,3/8/2006,2/17/2009,4.1836,7.1342,5.0027,3,68400000,1,0,0,0,0,1,network_hosting,1,0,0,0,1,1,6.5,1,acquired
CA,Redwood City,Replay Solutions,1/1/2004,,12/5/2006,8/18/2008,2.9288,4.6329,,2,15200000,0,1,0,0,0,0,software,0,0,1,1,0,0,2.0,1,acquired
NY,New York,Turf Geography Club,1/1/2011,2/1/2013,8/15/2011,8/2/2012,0.6192,1.5863,,2,890000,0,0,1,0,0,0,mobile,0,1,0,0,0,0,3.0,1,closed
CA,San Francisco,skyrockit,1/1/2001,4/1/2012,7/12/2011,7/12/2011,10.5315,10.5315,,1,2600000,0,1,0,0,0,0,mobile,1,0,0,0,0,0,1.0,1,closed
IL,Naperville,Cartavi,1/1/2009,,11/13/2012,11/13/2012,3.8685,3.8685,3.8301,1,1226270,2,0,0,0,0,1,enterprise,0,1,0,0,0,0,1.0,1,acquired
CA,Pasadena,Cramster,1/1/2002,,9/25/2008,4/14/2010,6.737,8.2877,6.7534,2,9000000,1,1,0,0,0,0,web,0,0,1,1,0,0,1.0,0,acquired
CA,San Jose,Certify Data Systems,1/1/2004,,8/25/2008,2/15/2012,4.6521,8.1288,6.0055,4,7210210,1,1,0,0,0,0,enterprise,1,0,1,1,0,0,1.0,0,acquired
CA,San Francisco,Wheelz,1/1/2011,,9/28/2011,2/22/2012,0.7397,1.1425,0.5808,2,15700000,1,1,0,0,0,0,automotive,0,0,1,0,0,0,3.0,1,acquired
MA,Waltham,CentrePath,1/1/2000,,9/6/2005,4/24/2006,5.6849,6.3151,5.0055,2,15050000,1,0,0,1,0,0,software,1,0,0,0,1,0,2.5,1,acquired
CA,San Francisco,VoxPop Network Corporation,8/1/2006,,5/1/2007,5/1/2009,0.7479,2.7507,1.5836,2,3500000,2,1,0,0,0,0,games_video,0,0,1,1,0,0,3.0,1,acquired
CA,Milpitas,OpVista,1/1/2000,8/1/2009,6/22/2006,5/7/2007,6.4767,7.3507,5.0055,2,43000000,1,1,0,0,0,0,software,0,0,0,0,1,1,1.0,1,closed
CA,San Francisco,Metaweb Technologies,1/1/2005,,3/1/2006,1/15/2008,1.1616,3.0384,3.2658,2,57000000,2,1,0,0,0,0,web,0,0,1,1,0,0,3.5,1,acquired
CA,San Francisco,DocVerse,9/1/2007,,7/23/2008,7/23/2008,0.8932,0.8932,0.8329,1,1300000,4,1,0,0,0,0,web,0,1,0,0,0,0,4.0,1,acquired
CA,San Diego,Veoh,1/1/2004,,7/1/2005,6/3/2008,1.4986,4.4247,4.0877,4,69750000,4,1,0,0,0,0,games_video,0,0,1,1,1,1,5.0,1,acquired
MA,Boston,BzzAgent,1/1/2001,,1/1/2004,1/1/2006,3.0,5.0027,9.6247,2,14500000,2,0,0,1,0,0,advertising,0,1,0,1,0,0,2.0,1,acquired
CA,Mountain View,Hammerhead Systems,1/1/2002,3/23/2009,1/31/2006,8/1/2007,4.0849,5.5836,,2,48000000,0,1,0,0,0,0,hardware,0,0,0,0,1,1,6.0,1,closed
PA,Pittsburgh,ThermalTherapeuticSystems,6/1/2006,3/13/2013,12/1/2009,11/9/2011,3.5041,5.4438,,2,3508462,0,0,0,0,0,1,medical,1,0,1,0,0,0,3.0,1,closed
CA,San Mateo,GuardianEdge Technologies,1/1/2002,,6/6/2005,7/23/2007,3.4301,5.5589,7.8384,3,19500000,1,1,0,0,0,0,software,0,0,1,1,0,0,3.3333,1,acquired
CA,Santa Monica,Gradient X,1/1/2012,,6/20/2012,6/20/2012,0.4685,0.4685,1.1041,1,3750000,3,1,0,0,0,0,mobile,0,0,0,0,0,0,9.0,1,acquired
IL,Warrenville,ezzai - how to arabia,8/1/2010,8/1/2011,8/1/2010,8/1/2010,0.0,0.0,,1,45000000,0,0,0,0,0,1,web,0,0,0,0,0,0,2.0,0,closed
NC,Raleigh,rPath,4/1/2005,5/1/2013,1/24/2006,10/22/2010,0.8164,5.5616,4.5562,4,32500000,3,0,0,0,0,1,enterprise,0,0,1,1,1,1,2.75,1,closed
PA,Berwyn,Boomi,3/1/2000,,1/1/2002,7/1/2008,1.8384,8.3397,5.674,2,4900000,5,0,0,0,0,1,enterprise,0,1,0,1,0,0,1.5,1,acquired
CA,Sunnyvale,VoloMedia,1/1/2005,2/3/2011,4/20/2007,3/18/2008,2.2986,3.2110000000000003,3.5945,2,12000000,3,1,0,0,0,0,advertising,0,0,0,1,1,0,2.0,1,closed
CA,San Francisco,Flixster,1/20/2006,,2/1/2006,4/4/2008,0.0329,2.2055,4.5151,3,7175000,6,1,0,0,0,0,web,0,1,1,1,0,0,2.6667,1,acquired
CA,San Francisco,Wesabe,12/1/2005,6/30/2010,2/1/2007,6/1/2007,1.1699,1.4986,0.0849,2,4700000,4,1,0,0,0,0,web,0,1,1,0,0,0,1.5,1,closed
CA,Morgan Hill,OfferLounge,1/1/2008,5/1/2010,1/1/2008,1/1/2008,0.0,0.0,,1,120000,0,1,0,0,0,0,public_relations,0,1,0,0,0,0,2.0,0,closed
CA,Mountain View,NeoEdge Networks,5/2/2002,,6/8/2007,12/20/2010,5.1041,8.6411,5.6712,3,10000000,2,1,0,0,0,0,advertising,1,0,0,1,0,0,1.6667,0,acquired
TX,Austin,SemiSouth Laboratories,7/1/2000,6/1/2013,6/14/2005,10/22/2010,4.9562,10.3151,,4,39000000,0,0,0,0,1,0,semiconductor,1,0,1,0,0,0,3.0,0,closed
MA,Marlborough,Camiant,1/1/2003,,3/29/2005,1/11/2007,2.2411,4.0301,,2,16100000,0,0,0,1,0,0,software,0,0,0,1,1,0,2.5,1,acquired
CA,San Francisco,NuConomy,1/1/2006,,4/1/2007,2/1/2008,1.2466,2.0849,2.4986,2,3300000,3,1,0,0,0,0,advertising,0,1,1,0,0,0,2.0,1,acquired
CA,San Francisco,Flowtown,2/1/2009,,8/25/2010,8/25/2010,1.5616,1.5616,1.2438,1,750000,3,1,0,0,0,0,analytics,0,1,0,0,0,0,9.0,1,acquired
GA,Atlanta,GlobalCrypto,6/1/2006,7/6/2012,11/11/2008,11/11/2008,2.4493,2.4493,,2,1000000,0,0,0,0,0,1,software,1,1,0,0,0,0,2.0,0,closed
NY,New York,Bioenvision,1/1/1996,8/13/2009,4/30/2007,4/30/2007,11.3342,11.3342,,1,7410000,0,0,1,0,0,0,biotech,1,0,0,0,0,0,3.0,1,closed
CA,San Jose,Teranetics,1/1/2000,,11/21/2006,5/27/2010,6.8932,10.4082,,3,52800000,0,1,0,0,0,0,semiconductor,1,0,0,0,1,0,5.3333,1,acquired
CA,Playa Vista,WebVisible,1/1/2001,10/1/2011,9/1/2005,2/11/2010,4.6685,9.1178,9.7534,3,37000000,4,1,0,0,0,0,software,0,0,1,1,1,0,1.3333,1,closed
CA,San Francisco,GoodGuide,12/1/2007,,1/19/2009,8/26/2011,1.137,3.737,2.463,3,14229998,3,1,0,0,0,0,web,0,0,1,1,0,0,3.0,1,acquired
CA,Cupertino,ViVu,1/1/2009,,9/21/2009,6/9/2011,0.7205,2.4356,0.7671,2,3000000,2,1,0,0,0,0,messaging,0,0,1,1,0,0,2.5,1,acquired
NY,New York,avVenta,1/1/2005,,1/14/2009,1/14/2009,4.0384,4.0384,6.0027,1,20000000,1,0,1,0,0,0,advertising,0,0,1,0,0,0,1.0,0,acquired
RI,Providence,DiJiPOP,11/1/2008,,8/1/2009,12/6/2010,0.7479,2.0959,1.6548,2,2000000,3,0,0,0,0,1,advertising,0,1,0,0,0,0,1.5,1,acquired
DC,Washington,Layer 7 Technologies,1/1/2003,,10/26/2006,2/2/2009,3.8192,6.0932,9.0055,2,19900000,2,0,0,0,0,1,software,1,0,0,1,0,0,2.0,1,acquired
CA,San Francisco,DeliveryEdge,9/1/2006,4/1/2009,12/1/2007,12/1/2007,1.2493,1.2493,2.589,1,1500000,1,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1.0,0,closed
CA,San Francisco,Solmentum,7/1/2009,11/9/2011,7/1/2009,7/1/2009,0.0,0.0,1.2521,1,325000,1,1,0,0,0,0,cleantech,0,1,0,0,0,0,4.0,0,closed
CA,San Francisco,Pipewise,9/1/2010,10/1/2012,2/17/2011,2/17/2011,0.463,0.463,1.2795,1,3500000,2,1,0,0,0,0,enterprise,0,0,1,0,0,0,5.0,1,closed
WA,Seattle,GridNetworks,1/1/2004,8/17/2012,1/1/2006,5/20/2008,2.0027,4.3863,1.5836,4,30000000,2,0,0,0,0,1,network_hosting,0,1,1,1,0,0,2.0,1,closed
CA,Mountain View,MAP Pharmaceuticals,1/1/2003,,3/28/2007,3/28/2007,4.2384,4.2384,,1,50000000,0,1,0,0,0,0,biotech,0,0,0,0,0,1,6.0,1,acquired
NY,New York,"ORCA, Inc.",1/1/2008,,6/21/2009,6/21/2009,1.4712,1.4712,1.0027,1,2000000,2,0,1,0,0,0,ecommerce,0,0,1,0,0,0,3.0,1,acquired
CA,Redwood City,Amobee,5/1/2005,,11/1/2006,3/1/2011,1.5041,5.8356,6.1699,6,72000000,2,1,0,0,0,0,advertising,1,0,1,1,1,1,2.3333,1,acquired
CA,Monterey Park,KOTURA,1/1/2004,,9/7/2005,11/5/2009,1.6849,5.8493,8.4219,3,27690547,1,1,0,0,0,0,cleantech,0,0,0,1,1,1,4.5,1,acquired
TX,Plano,Auvitek International,3/1/2004,2/20/2011,5/9/2006,5/9/2006,2.189,2.189,,1,9000000,0,0,0,0,1,0,semiconductor,0,0,0,1,0,0,4.0,1,closed
CA,Mountain View,Outright,6/1/2008,,11/1/2008,11/18/2009,0.4192,1.4658,3.1315,2,7500000,3,1,0,0,0,0,enterprise,0,0,1,0,0,0,3.5,1,acquired
TX,Austin,Phurnace Software,1/1/2007,,9/11/2007,7/1/2008,0.6932,1.4986,3.4164,2,10000000,1,0,0,0,1,0,software,0,0,1,0,0,0,2.0,1,acquired
CA,Pasadena,FastSoft,1/1/2006,,6/11/2007,9/4/2012,1.4411,6.6795,2.0,4,5965000,1,1,0,0,0,0,software,1,0,1,0,0,0,1.0,0,acquired
CA,Fremont,GrandCentral,4/1/2006,,1/1/2006,1/1/2006,-0.2466,-0.2466,-0.4082,1,4000000,4,1,0,0,0,0,mobile,0,0,1,0,0,0,1.0,0,acquired
MI,Bingham Farms,Speedshape,1/1/2003,8/1/2013,2/20/2008,2/20/2008,5.1397,5.1397,7.0055,1,5000000,1,0,0,0,0,1,advertising,1,0,0,0,0,0,1.0,0,closed
CA,San Jose,BlueLithium,1/1/2004,,2/1/2005,2/1/2005,1.0877,1.0877,5.0959,1,11500000,2,1,0,0,0,0,advertising,0,0,1,0,0,0,2.0,1,acquired
IL,Chicago,Media Chaperone,1/1/2009,6/1/2013,1/14/2010,2/24/2011,1.0356,2.1479,1.5808,2,1050000,1,0,0,0,0,1,web,1,0,0,0,0,0,1.0,0,closed
NY,New York,Giant Realm,1/1/2007,,3/1/2008,5/8/2008,1.1644,1.3507,1.3507,2,5500000,2,0,1,0,0,0,web,0,0,1,0,0,0,2.0,1,acquired
PA,Philadelphia,Invite Media,2/1/2007,,12/1/2007,12/1/2009,0.8301,2.8329,1.0877,3,5000000,4,0,0,0,0,1,advertising,0,1,1,0,0,0,1.6667,1,acquired
CA,Mountain View,UpMo,1/1/2011,7/1/2013,12/13/2009,8/17/2011,-1.0521,0.6247,-1.3589,2,3700000,3,1,0,0,0,0,enterprise,1,0,0,0,0,0,3.0,0,closed
CA,Freedom,Appscio,1/1/2006,1/1/2011,3/20/2007,1/3/2009,1.2137,3.0082,,2,7000000,0,1,0,0,0,0,software,0,0,1,0,0,0,2.0,0,closed
MA,Boston,Eons,1/1/2005,5/17/2012,4/1/2006,3/1/2007,1.2466,2.1616,2.0,2,32000000,4,0,0,1,0,0,network_hosting,0,0,1,1,0,0,3.5,1,closed
MA,Cambridge,LocaModa,1/1/2007,,9/18/2007,3/25/2011,0.7123,4.2301,2.6685,3,7900000,2,0,0,1,0,0,advertising,0,0,1,0,0,0,2.0,0,acquired
CA,San Francisco,Meraki,4/1/2006,,12/1/2006,7/10/2012,0.6685,6.2795,2.7945,5,80000000,3,1,0,0,0,0,network_hosting,0,1,1,1,1,1,2.25,1,acquired
TX,Austin,MPOWER Mobile,1/1/2005,6/8/2012,10/28/2009,10/28/2009,4.8247,4.8247,0.2466,1,5000000,1,0,0,0,1,0,mobile,1,0,0,0,0,0,1.0,1,closed
WA,Seattle,Haute Secure,1/1/2006,,1/1/2007,3/9/2009,1.0,3.1863,2.4301,2,2100000,3,0,0,0,0,1,security,0,1,1,0,0,0,1.5,1,acquired
MD,Bethesda,Intelliworks,12/1/2004,,2/14/2005,4/24/2009,0.2055,4.3973,3.4164,4,22250000,1,0,0,0,0,1,enterprise,0,0,1,1,1,1,2.5,1,acquired
OR,Portland,Meridian,3/1/2011,,9/14/2011,8/30/2012,0.5397,1.5014,-14.1699,2,1975000,2,0,0,0,0,1,enterprise,1,1,0,0,0,0,3.0,0,acquired
NY,New York,Kluster,1/1/2008,,1/1/2008,1/1/2008,0.0,0.0,3.5918,1,1000000,2,0,1,0,0,0,web,0,1,0,0,0,0,1.0,1,acquired
PA,Allentown,International Battery,1/1/2008,3/1/2013,5/6/2010,5/6/2010,2.3452,2.3452,,1,35000000,0,0,0,0,0,1,cleantech,0,0,0,0,1,0,1.0,0,closed
NY,New York,Jingle Networks,9/1/2005,,10/1/2005,12/28/2009,0.0822,4.3260000000000005,3.663,7,88651133,5,0,1,0,0,0,mobile,1,1,1,1,1,1,3.1667,1,acquired
MA,North Billerica,SemEquip,1/1/2000,,8/4/2005,8/4/2005,5.5945,5.5945,,1,26000000,0,0,0,1,0,0,semiconductor,1,0,0,0,0,0,2.0,1,acquired
CA,Los Angeles,ItsGoinOn,5/1/2010,11/1/2011,1/1/2011,1/1/2011,0.6712,0.6712,0.0,1,100000,2,1,0,0,0,0,games_video,0,1,0,0,0,0,1.0,0,closed
CO,Denver,mSnap,6/1/2005,,6/1/2006,6/1/2006,1.0,1.0,3.811,1,5000000,3,0,0,0,0,1,mobile,0,0,1,0,0,0,1.0,1,acquired
GA,Duluth,Biofisica,1/1/2000,4/26/2012,10/31/2006,4/21/2008,6.8356,8.3096,,2,7300000,0,0,0,0,0,1,biotech,1,0,1,0,0,0,3.0,1,closed
CA,Mountain View,Ardian,1/1/2003,,1/1/2005,3/23/2009,2.0027,6.2274,4.0027,3,64080000,2,1,0,0,0,0,biotech,0,0,1,1,1,0,4.0,1,acquired
RI,Providence,Tracelytics,7/1/2010,,11/3/2011,3/22/2012,1.3425,1.726,-0.0822,2,5800000,2,0,0,0,0,1,enterprise,0,1,1,0,0,0,4.0,1,acquired
CA,San Francisco,Canopy Financial,1/1/2004,8/27/2009,1/1/2008,10/1/2009,4.0027,5.7534,5.9233,4,89500000,2,1,0,0,0,0,finance,0,0,0,1,1,0,1.0,1,closed
CA,San Francisco,Kyte,12/1/2006,,7/1/2007,3/1/2012,0.5808,5.2521,3.0877,4,23350000,2,1,0,0,0,0,games_video,0,1,1,1,0,0,3.0,1,acquired
MA,Waltham,Ounce Labs,10/1/2002,,6/8/2006,9/16/2008,3.6877,5.9644,,2,13500000,0,0,0,1,0,0,software,1,0,0,0,1,0,2.5,1,acquired
MA,Boxborough,Crossbeam Systems,1/1/2000,,5/8/2007,2/14/2008,7.3534,8.126,11.0329,2,24500000,2,0,0,1,0,0,security,0,0,0,0,0,0,5.5,1,acquired
CA,Redwood City,PacketHop,1/1/2002,1/4/2013,8/8/2005,8/8/2005,3.6027,3.6027,3.0027,1,10000000,1,1,0,0,0,0,public_relations,0,0,0,0,1,0,4.0,1,closed
UT,Salt Lake City,Inaura,1/1/2007,7/19/2012,1/6/2005,1/6/2005,-1.9863,-1.9863,,1,8500000,0,0,0,0,0,1,other,1,0,0,0,0,0,1.0,0,closed
TX,The Woodlands,DynaPump,1/1/1992,11/12/2011,5/29/2008,5/29/2008,16.4192,16.4192,,1,6000000,0,0,0,0,1,0,cleantech,0,0,0,1,0,0,3.0,0,closed
CA,Palo Alto,Immunet Corporation,7/1/2008,,11/1/2009,11/1/2009,1.337,1.337,1.3479,1,2000000,1,1,0,0,0,0,software,0,0,1,0,0,0,2.0,1,acquired
TX,Austin,CopperEgg Corporation,6/1/2010,,7/12/2011,5/8/2012,1.1123,1.937,0.0,2,4100000,2,0,0,0,1,0,enterprise,0,0,1,0,0,0,1.5,1,acquired
CA,Mountain View,Wink,8/19/2004,,1/1/2005,1/1/2005,0.3699,0.3699,1.9507,1,6200000,4,1,0,0,0,0,search,0,0,1,0,0,0,2.0,1,acquired
CA,San Francisco,PopularMedia,1/1/2003,,2/1/2007,7/28/2008,4.0877,5.5753,4.0027,2,12250000,1,1,0,0,0,0,advertising,0,0,0,1,1,0,2.5,1,acquired
CA,San Francisco,Miyowa,4/14/2003,,9/4/2006,5/8/2008,3.3945,5.0712,5.7233,2,11725600,2,1,0,0,0,0,mobile,0,0,1,1,0,0,2.0,1,acquired
MA,Burlington,Intrusic,1/1/2001,2/19/2007,4/25/2005,10/30/2006,4.3151,5.8301,,2,16000000,0,0,0,1,0,0,software,0,0,1,1,0,0,3.0,1,closed
WA,Seattle,Dashwire,8/11/2006,,1/31/2009,12/28/2010,2.4767,4.3836,3.3945,3,5056559,2,0,0,0,0,1,mobile,1,0,1,0,0,0,1.6667,1,acquired
CA,San Francisco,Reddit,1/1/2005,,6/1/2005,6/1/2005,0.4137,0.4137,6.8329,1,100000,3,1,0,0,0,0,web,0,1,0,0,0,0,1.0,1,acquired
CA,San Francisco,Pure Digital Technologies,9/1/2001,,1/1/2004,8/18/2008,2.3342,6.9671,4.0027,3,68200000,3,1,0,0,0,0,hardware,1,1,0,0,0,0,4.0,1,acquired
CA,Alameda,Voxify,1/1/2001,,2/1/2005,4/21/2010,4.0877,9.3068,6.0027,3,33000000,1,1,0,0,0,0,enterprise,1,0,0,1,0,1,3.6667,1,acquired
NC,Durham,EvoApp,1/1/2009,1/1/2013,10/15/2010,4/20/2012,1.7863,3.3014,2.0822,3,3352194,2,0,0,0,0,1,analytics,0,1,1,0,0,0,9.5,0,closed
NY,New York,Visual Revenue,3/1/2010,,7/28/2011,1/26/2012,1.4082,1.9068,-0.1616,2,2212000,2,0,1,0,0,0,analytics,0,1,1,0,0,0,3.0,1,acquired
CA,Redwood City,Calibra Medical,1/1/2004,,11/24/2009,4/15/2011,5.9014,7.2904,,4,19800000,0,1,0,0,0,0,biotech,1,0,0,0,0,1,5.0,1,acquired
CA,San Mateo,Offermatic,2/1/2010,6/1/2013,12/1/2010,3/9/2011,0.8301,1.0986,1.1014,2,4500000,2,1,0,0,0,0,web,0,1,1,0,0,0,3.0,1,closed
MA,Needham,HiWired,1/1/2004,,1/1/2008,1/2/2008,4.0027,4.0055,4.0027,2,14000000,1,0,0,1,0,0,software,1,0,0,1,0,0,1.5,1,acquired
FL,Weston,DateMyFamily.com,11/11/2011,1/1/2013,12/1/2011,12/1/2011,0.0548,0.0548,0.0685,1,100000,2,0,0,0,0,1,social,0,1,0,0,0,0,1.0,0,closed
CA,Palo Alto,Hyperic,1/1/2004,,5/10/2006,6/5/2007,2.3562,3.4274,3.0027,2,9900000,2,1,0,0,0,0,software,0,0,1,1,0,0,2.0,1,acquired
CA,San Francisco,Optimal,1/1/2008,,1/1/2008,1/22/2013,0.0,5.063,5.0055,3,7600000,2,1,0,0,0,0,advertising,0,0,1,1,0,0,5.0,1,acquired
